"age","gender","job","online_hours","app","notifications","work_hours","self_prod_score","actual_prod_score","stress","sleep_hours","screen_time_before_sleep","breaks_during_work","focus_app","digital_wellbeing","coffee","burnout_days","weekly_offline_hours","job_score","age_group"
38,"Male","IT",4.03031542014981,"TikTok",57,6.29984205526569,7,6,7,5.0064775334019,1.26044720285966,6,TRUE,FALSE,1,13,14.2517009923734,6,"Middle-Aged Adults"
50,"Male","Finance",4.24218546233689,"Instagram",58,5.06888891464017,2,1,5.51405894077449,7.70729075720908,0.348540416557024,7,TRUE,FALSE,2,14,14.331846886254,1,"Old Adults"
29,"Male","Student",1.55155608323719,"Telegram",52,7.96537369608841,9,7,3,6.71104690988033,0.772265661156973,8,FALSE,FALSE,0,22,6.72408981047557,8,"Young Adult"
39,"Female","Education",4.59341866957328,"Facebook",73,10.6195746011815,3,4,2,6.77353402232225,1.96131819362514,5,TRUE,FALSE,0,15,16.9219020587648,4,"Middle-Aged Adults"
61,"Female","Finance",1.98459641474185,"Telegram",56,5.98390041155244,6,6,3,6.50024746176046,0.687990291275565,10,TRUE,FALSE,0,9,0.690294251272494,5,"Old Adults"
42,"Male","Health",2.07669320548083,"Telegram",57,8.25400216112961,5,5,3,3,1.56057637937132,0,TRUE,TRUE,2,0,16.4389636727655,6,"Middle-Aged Adults"
44,"Male","Finance",5.14476313282789,"Facebook",55,8.09687186388484,2,2,5.51405894077449,5.00906028923684,1.74897319586197,0,FALSE,FALSE,0,24,5.10478944434277,1,"Middle-Aged Adults"
59,"Male","Unemployed",3.11341808497847,"Twitter",74,7.90339858771938,2,2,8,7.43222664928308,1.39977267303444,8,FALSE,FALSE,0,23,1.93481437024171,1,"Old Adults"
45,"Male","Student",1.00345411980629,"Telegram",56,7.50385664614586,4,4,8,5.51356104074142,0.849944322911954,5,TRUE,FALSE,2,16,1.85983853348123,6,"Middle-Aged Adults"
33,"Male","Unemployed",0.765652199598487,"Twitter",62,2.20210477167093,3,2,7,4.95608397845731,1.17338597185955,6,TRUE,FALSE,3,1,16.9825579230288,4,"Middle-Aged Adults"
32,"Female","Finance",2.70744388528565,"Twitter",59,5.3994549548941,8,8,7,7.17826202290891,0.238806318205247,0,FALSE,FALSE,2,21,23.0917305297222,9,"Middle-Aged Adults"
64,"Male","Student",7.12425401401508,"Instagram",59,6.73757302976047,9,7,5.51405894077449,6.50024746176046,1.02556815489618,4,TRUE,FALSE,3,8,31.2167786522774,9,"Old Adults"
61,"Female","Student",2.48019508411965,"TikTok",61,7.66931320282617,5,5,10,7.37977191369631,1.02435712571759,0,FALSE,FALSE,2,10,13.4824171450727,6,"Old Adults"
20,"Male","Finance",0.399183512588588,"Facebook",55,6.43398072919139,7,5,9,4.73478481383702,1.33737797017382,5,FALSE,FALSE,2,23,1.08062835951035,6,"Young Adult"
54,"Male","Education",1.74994318372275,"Facebook",57,6.30323515701987,4,4,4,8.03874053032801,0.912837798300551,4,FALSE,FALSE,3,13,13.0844357268378,6,"Old Adults"
24,"Female","Education",2.06964626026632,"Facebook",52,7.20845286219935,8,5,5.51405894077449,8.75731355612235,1.03139713445802,8,TRUE,FALSE,2,9,0,6,"Young Adult"
38,"Female","Health",3.09425388525197,"TikTok",67,7.08645855199627,6,5,8,7.99675223858567,1.68830503992278,8,FALSE,FALSE,2,25,3.35196503761014,5,"Middle-Aged Adults"
26,"Male","Unemployed",3.72620904428003,"Facebook",60,6.87105824139164,6,5,1,6.01700035146594,2.20327685052467,9,FALSE,FALSE,3,16,17.371284468984,6,"Young Adult"
56,"Female","Finance",3.11341808497847,"Telegram",60,8.00233546385858,4,3,6,5.75735346169243,0.981707186974398,0,TRUE,FALSE,3,17,15.0501215147851,2,"Old Adults"
35,"Male","Unemployed",0.552922332839225,"Facebook",46,4.86880957387229,3,3,5,5.43291286362079,0.859312491856869,6,TRUE,FALSE,2,4,11.5430329922686,2,"Middle-Aged Adults"
21,"Male","Unemployed",0.401118686402157,"Instagram",60,9.64372229125139,9,8,4,5.79665295037727,1.31293827692072,7,FALSE,TRUE,1,5,19.5335072336862,9,"Young Adult"
42,"Female","Finance",5.03917627846601,"Twitter",58,6.29176553143679,8,7,3,7.40584581180644,2.96657689998574,3,FALSE,FALSE,1,2,21.6960348827196,6,"Middle-Aged Adults"
31,"Female","IT",3.11341808497847,"Twitter",59,5.53829614585385,3,3,5,4.25031406957418,0.157014620418736,9,FALSE,TRUE,2,4,8.98366114707492,4,"Middle-Aged Adults"
26,"Male","Education",3.5591772986372,"Instagram",51,9.28438337682163,8,7,6,5.23202966055898,1.02556815489618,5,FALSE,FALSE,2,30,0,7,"Young Adult"
43,"Male","Student",3.11341808497847,"TikTok",67,9.93123363398689,2,2,7,6.50024746176046,2.09419074288865,1,FALSE,TRUE,1,27,30.7463805882189,0,"Middle-Aged Adults"
19,"Female","IT",1.99046209934614,"TikTok",60,8.31758143853919,9,8,8,6.10231670407601,1.28033981790196,0,TRUE,FALSE,1,29,14.3924394135459,7,"Young Adult"
37,"Male","Finance",0,"Facebook",62,10.6751506575874,8,8,6,6.50024746176046,1.29261287143891,3,FALSE,FALSE,0,19,14.2984107607003,7,"Middle-Aged Adults"
45,"Male","IT",3.11341808497847,"Facebook",66,4.81177246760227,6,4,6,6.67875305572005,2.02974523923969,0,FALSE,FALSE,0,31,4.90322022103655,4,"Middle-Aged Adults"
64,"Female","Education",5.62013343910467,"Telegram",63,8.80314697899578,3,3,5,6.85863788059244,1.34410146349599,10,TRUE,FALSE,5,19,0,3,"Old Adults"
24,"Female","Finance",2.9586154159044,"Twitter",59,11.0185556180014,8,7,3,6.947955011593,0.712147639545835,0,TRUE,FALSE,0,2,11.0207640201177,8,"Young Adult"
61,"Male","Unemployed",1.63292085150874,"Facebook",51,7.96979958601708,9,7,1,4.78986041370654,0.693306980094691,9,FALSE,FALSE,4,11,21.9484046362761,9,"Old Adults"
25,"Female","Unemployed",6.59050326891836,"Instagram",48,2.2541032823849,7,5,1,3.92668090324267,0.812798985864979,3,TRUE,FALSE,3,12,3.98816559609136,5,"Young Adult"
64,"Female","Education",1.56981206160353,"TikTok",66,9.9573944236502,3,3,1,6.3491418839391,1.02556815489618,2,TRUE,FALSE,2,25,9.1903187924727,5,"Old Adults"
52,"Male","IT",4.589997969574,"Facebook",61,7.41112702320205,4,3,1,6.63967723675233,0.851414201184423,2,TRUE,TRUE,3,26,5.21617679315729,2,"Old Adults"
31,"Female","Health",0.00985880160956398,"TikTok",55,8.79341127069774,5,4,7,9.83213094765411,0.606544465541203,1,TRUE,FALSE,0,2,10.8822413307863,5,"Middle-Aged Adults"
53,"Male","Student",0.402138737874289,"Telegram",72,5.17396527703541,6,5,4,8.24828319595512,0.272918153264597,1,FALSE,FALSE,1,22,11.1320986125461,4,"Old Adults"
57,"Male","Health",3.75733120255008,"TikTok",62,6.68109532392379,8,7,3,5.37803615024833,0.988124774105811,5,TRUE,FALSE,4,1,17.2728095338028,6,"Old Adults"
21,"Female","Health",3.11341808497847,"TikTok",57,7.52790765468607,7,7,6,5.29837375404257,0.920692370681689,8,FALSE,FALSE,2,2,14.1111413580601,6,"Young Adult"
19,"Female","Health",2.26776511215864,"Facebook",61,2.75201497368435,5,5,4,6.50024746176046,0.251315502506711,10,TRUE,FALSE,2,9,6.29268688215348,8,"Young Adult"
23,"Male","Education",3.11341808497847,"Facebook",49,3.87948255566733,8,7,10,5.93901126079559,1.02556815489618,5,FALSE,FALSE,2,7,3.79223798817595,6,"Young Adult"
59,"Female","Finance",5.16712201941278,"Twitter",69,7.0689889403116,9,8,6,9.66967748057515,0.561234577356532,6,FALSE,FALSE,1,13,30.6583876373478,7,"Old Adults"
21,"Female","Health",2.82956949130531,"Telegram",51,6.00154428448616,2,2,2,8.87062170783777,0.0231452931394642,2,FALSE,FALSE,2,13,12.5420405902027,0,"Young Adult"
46,"Female","Education",3.79018523082282,"Facebook",50,7.1447701364488,3,2,4,6.69061989093999,0.27871210091393,2,FALSE,FALSE,2,26,7.0001013806063,2,"Middle-Aged Adults"
35,"Female","Unemployed",3.11368217384671,"Telegram",67,9.50956918619718,7,6,3,6.23861932801762,0.500126278505229,8,FALSE,FALSE,1,13,0,6,"Middle-Aged Adults"
43,"Male","IT",0.498335829608556,"Telegram",58,8.66856729248604,8,7,5.51405894077449,6.93973381571243,0.19608102375107,8,FALSE,TRUE,3,22,14.3681527122047,8,"Middle-Aged Adults"
61,"Male","IT",1.45900234535243,"Facebook",56,9.14695051062731,6,6,9,5.09730946995934,3,6,TRUE,FALSE,1,14,12.6942253947677,6,"Old Adults"
51,"Female","Health",0,"TikTok",53,5.81875230786159,4,3,7,7.9972447481048,0.779034783630287,8,FALSE,FALSE,2,11,3.38761988539033,5,"Old Adults"
27,"Male","IT",0,"Instagram",64,8.3638185636748,6,4,4,5.71542653748455,1.68438968881107,4,TRUE,TRUE,2,6,0.476781185423842,5,"Young Adult"
53,"Female","Health",6.81109057142003,"Twitter",52,3.75750858961786,3,2,10,7.2137232959252,0.722990857973577,5,TRUE,TRUE,2,10,8.12227608260648,3,"Old Adults"
31,"Male","IT",2.16179279966891,"Telegram",56,6.12646869288297,6,5,5.51405894077449,7.41475940536592,1.18262745840375,10,TRUE,TRUE,0,1,1.94342247745116,5,"Middle-Aged Adults"
48,"Male","IT",3.11341808497847,"TikTok",69,6.73444699403642,3,2,10,3,1.66839512602671,10,FALSE,TRUE,1,18,10.6431847089352,2,"Old Adults"
65,"Male","Finance",2.43469421925359,"Telegram",76,5.67185735154603,4,4,9,7.92726395909349,2.59496892242763,0,TRUE,FALSE,3,29,21.7316885948683,4,"Old Adults"
32,"Female","Finance",2.01202999494893,"Facebook",61,2.305149683249,6,4,2,5.60247994440447,0.545211370545897,10,FALSE,FALSE,3,23,0,5,"Middle-Aged Adults"
25,"Female","IT",0.901222107279226,"Twitter",66,4.8144270088776,6,5,8,6.07401481710507,0.628350080931324,1,FALSE,FALSE,0,3,15.0795782392194,5,"Young Adult"
31,"Female","Finance",3.11341808497847,"Twitter",55,6.89257189091014,3,5,7,7.87451609895412,1.91892714808762,8,FALSE,TRUE,1,24,27.5156628314088,2,"Middle-Aged Adults"
40,"Male","Health",3.31527083680616,"TikTok",70,10.4512811394673,6,5,1,6.50024746176046,1.0007914273207,8,FALSE,FALSE,3,21,2.6644466032009,6,"Middle-Aged Adults"
57,"Male","Student",2.17974170467106,"Telegram",73,6.33042172398012,8,7,5,7.28367802760024,0.896255798954459,10,FALSE,TRUE,2,11,19.9540345604764,8,"Old Adults"
38,"Female","Health",4.70405271239702,"TikTok",69,10.208097507546,3,2,9,5.6196662161526,0,10,TRUE,FALSE,1,13,4.15483067781465,3,"Middle-Aged Adults"
33,"Male","Finance",2.87687413818833,"Facebook",60,9.03638386238136,5,5,6,4.69963690452969,0,3,FALSE,FALSE,0,0,12.7773215316472,3,"Middle-Aged Adults"
62,"Female","Education",3.02689806766857,"Instagram",67,4.92505220092454,5,5,5.51405894077449,5.36329128952881,1.63343324022916,3,FALSE,FALSE,6,8,7.38720907451541,5,"Old Adults"
35,"Female","IT",2.61532747899514,"Facebook",64,7.95067378194897,3,3,3,8.10806770069124,0.477262309474963,7,FALSE,FALSE,2,30,11.9119896602121,3,"Middle-Aged Adults"
64,"Male","Finance",0.532309270288565,"Telegram",55,9.99490056497255,3,2,1,5.93060968729061,1.7287164980232,7,TRUE,TRUE,0,1,6.3966244949467,2,"Old Adults"
41,"Female","Unemployed",0.612193265935946,"Instagram",65,8.68989700509066,8,7,5,7.01548326080691,1.05927213506916,1,FALSE,FALSE,4,5,0,7,"Middle-Aged Adults"
43,"Male","Unemployed",3.24139696427102,"Instagram",56,6.92862807936382,7,7,10,6.50024746176046,1.02556815489618,10,TRUE,TRUE,2,16,6.34001370660086,6,"Middle-Aged Adults"
42,"Female","Finance",1.4835372719757,"Instagram",55,6.98449332534454,2,5,7,5.2585036179481,0,1,TRUE,FALSE,1,1,16.3312642645335,5,"Middle-Aged Adults"
62,"Male","Finance",4.19570973700216,"Facebook",63,3.01963459560626,3,2,7,6.8093201024411,0,5,TRUE,FALSE,0,25,0,3,"Old Adults"
58,"Male","Unemployed",2.32972923510924,"Telegram",67,7.46206069599674,7,6,8,6.32378961095631,1.31029785698676,4,FALSE,FALSE,2,13,6.79432754434997,7,"Old Adults"
46,"Female","Health",1.45422752059996,"Instagram",55,3.68225048805409,6,5,10,7.65999100660709,1.02878461227689,5,TRUE,FALSE,2,27,13.1992639393449,7,"Middle-Aged Adults"
32,"Female","IT",3.51782094666563,"TikTok",63,7.41106339948315,5,6,6,7.06351422016143,1.22349741372113,1,TRUE,FALSE,3,31,1.58650596791815,7,"Middle-Aged Adults"
62,"Female","Student",3.11341808497847,"Instagram",65,8.26588801865981,6,5,7,5.7927552937261,1.43408046593381,1,FALSE,TRUE,0,11,11.1105823834999,5,"Old Adults"
18,"Female","Unemployed",0,"Facebook",61,7.30428229729816,2,2,4,5.41005403408191,0.192457808718385,9,TRUE,FALSE,1,18,8.84683555485614,3,"Young Adult"
42,"Female","Unemployed",0,"TikTok",65,4.35795603154547,4,3,8,7.65704571594307,0.408813332723537,9,TRUE,FALSE,1,12,12.7552010473991,3,"Middle-Aged Adults"
24,"Male","Unemployed",3.11341808497847,"Telegram",48,6.77225375415229,7,6,9,5.39550027891582,0.553664764990502,2,TRUE,FALSE,3,2,16.2738869051568,6,"Young Adult"
26,"Female","Finance",1.51486111592393,"Telegram",64,5.11589158343237,5,4,4,5.33772691607995,0.716477247685522,0,TRUE,FALSE,0,21,14.2046162421117,5,"Young Adult"
41,"Female","Education",3.3036581578728,"Facebook",71,5.15844494280212,2,2,6,6.9050976118886,0.362405601408692,7,TRUE,FALSE,1,16,12.9531771839785,5,"Middle-Aged Adults"
18,"Male","Unemployed",3.46486768477857,"Instagram",62,6.64850154645347,8,8,8,5.14019988013276,1.44891585138746,3,FALSE,FALSE,7,16,1.89251511480037,5,"Young Adult"
61,"Female","IT",5.40663793429382,"Telegram",70,7.17890400782472,8,7,6,7.28286784355891,0.379527975858743,2,FALSE,TRUE,2,23,0,7,"Old Adults"
25,"Female","Student",6.29913421010523,"Twitter",70,6.73826299518301,8,7,6,7.07623040940653,1.02847808246054,9,FALSE,FALSE,2,25,15.9924737804,5,"Young Adult"
41,"Male","Unemployed",0.711946492153755,"Instagram",61,5.81289793623475,3,5,4,3.99317436982906,1.02556815489618,6,FALSE,FALSE,3,27,17.1119094921819,3,"Middle-Aged Adults"
28,"Female","Education",2.70153821091304,"TikTok",51,6.35483522016133,3,2,8,7.94693922619075,0.659185725012916,1,FALSE,FALSE,3,5,16.1133359132399,1,"Young Adult"
34,"Male","Unemployed",2.7529169275199,"Facebook",53,8.17060826910255,5,5,3,7.23812380649055,1.50334037998189,0,FALSE,FALSE,2,28,9.50287573088763,5,"Middle-Aged Adults"
25,"Male","Student",6.03805987021639,"Facebook",53,7.81381159126127,2,2,1,7.7814039893401,1.02556815489618,7,TRUE,FALSE,2,22,0,3,"Young Adult"
52,"Male","Student",0.121108318697563,"TikTok",59,8.32122964602877,2,3,7,9.39299270840267,0.600967250860897,9,FALSE,TRUE,1,20,16.4884156296271,4,"Old Adults"
52,"Female","Unemployed",5.87114634487913,"Instagram",57,4.44414961326931,3,3,9,8.47986882197155,1.41895234919297,9,FALSE,FALSE,1,14,16.5406709941089,5,"Old Adults"
50,"Male","IT",4.12525217341741,"TikTok",66,5.29682624204152,7,5,3,6.61345840377304,2.01672554226466,0,TRUE,FALSE,0,23,0,7,"Old Adults"
22,"Female","Health",1.90129490725359,"TikTok",58,7.18538031047069,4,4,3,6.99404146572403,0.132193364437026,5,FALSE,TRUE,1,5,17.11074775313,3,"Young Adult"
59,"Female","Education",4.74457371099455,"Twitter",54,6.50970415404656,7,6,4,7.68346960437941,0.894448335622753,4,FALSE,FALSE,2,11,12.6683649271722,7,"Old Adults"
56,"Female","Unemployed",2.25017689996683,"TikTok",62,6.3880602331669,5,5,7,7.96461690235564,1.74060175769258,3,TRUE,FALSE,3,21,1.81956322193306,6,"Old Adults"
58,"Male","Finance",0,"Facebook",63,8.43056842877761,6,6,8,6.50024746176046,0.0314076703459191,9,FALSE,TRUE,2,0,15.187919999002,5,"Old Adults"
45,"Female","Student",3.24195614013494,"Telegram",66,8.49615723951247,7,7,7,3.60464668277244,0,10,FALSE,FALSE,4,18,5.14724744229345,8,"Middle-Aged Adults"
24,"Female","Education",2.47138879758888,"Instagram",59,7.35057955868752,4,4,3,6.5276766616665,1.66280052045132,10,FALSE,TRUE,4,12,12.5808543672644,4,"Young Adult"
26,"Female","IT",2.02902107518566,"Telegram",53,6.99200391806926,3,3,10,5.869977138201,0.705389265128438,0,FALSE,TRUE,4,30,7.50104991949151,2,"Young Adult"
25,"Female","Education",1.41867528188403,"TikTok",58,3.93776516597078,3,2,6,7.64477119354476,1.46098034643587,8,FALSE,FALSE,3,0,0,4,"Young Adult"
29,"Female","Finance",4.23085774101143,"TikTok",65,6.49225622060768,3,3,4,6.84096520245834,0.670038833250042,6,FALSE,FALSE,3,17,21.0198575346701,1,"Young Adult"
51,"Female","Finance",2.97020502650126,"Twitter",58,5.62637431865604,7,6,8,6.50024746176046,0.859155125767679,10,FALSE,TRUE,4,1,7.84264269566146,5,"Old Adults"
50,"Male","IT",2.04900185086324,"Facebook",60,7.08830373946702,5,5,3,7.73924779135952,1.15731378680851,10,FALSE,FALSE,2,1,10.7230181586632,5,"Old Adults"
65,"Male","Education",1.78663093369933,"Instagram",67,8.89946290676996,3,3,6,6.50024746176046,0,0,FALSE,FALSE,1,12,11.8616480286527,5,"Old Adults"
40,"Male","Unemployed",2.08000442744021,"TikTok",52,7.57651184474379,7,6,2,5.7242984729085,1.43049278815768,0,TRUE,FALSE,2,7,7.10942125623354,3,"Middle-Aged Adults"
41,"Male","Health",1.83477250362894,"Facebook",42,9.29259978564647,3,2,9,6.11645685267818,2.49136193134016,6,FALSE,FALSE,1,15,14.0138194153713,3,"Middle-Aged Adults"
54,"Female","Health",2.18684304064631,"Telegram",62,7.43132407995879,6,5,9,7.25145392676818,0.989407484024903,7,FALSE,TRUE,6,2,6.73511177535996,5,"Old Adults"
52,"Female","Unemployed",3.11341808497847,"Instagram",50,7.46586891528524,4,4,2,6.50024746176046,0.314495534878225,0,FALSE,FALSE,4,7,5.29545608332208,3,"Old Adults"
57,"Female","Unemployed",3.3067199912645,"Twitter",52,5.93735369993032,6,6,7,6.85992294722714,0.011134132563658,5,FALSE,TRUE,2,9,19.8105266671584,5,"Old Adults"
39,"Female","Student",2.23047886510663,"Facebook",59,6.07414528887768,8,8,3,4.66260958759898,0.753948304528264,4,FALSE,TRUE,3,5,18.0584884932066,7,"Middle-Aged Adults"
44,"Male","Education",0,"Instagram",61,7.68210725380036,7,6,5.51405894077449,3.59567554582313,1.42741315052732,3,TRUE,FALSE,2,4,13.0914646070828,7,"Middle-Aged Adults"
52,"Female","Unemployed",3.43693903470729,"Telegram",65,6.52077770035041,8,6,7,8.06308347327306,0.383135690923573,2,FALSE,TRUE,1,5,4.55898321753541,7,"Old Adults"
18,"Male","Student",1.5675277171641,"Telegram",59,9.17301067534697,7,6,3,5.23757946937925,2.07341964122368,0,FALSE,FALSE,1,2,8.81814757981424,6,"Young Adult"
52,"Male","Finance",3.11341808497847,"TikTok",37,5.36533774793889,6,3,1,7.53661927260129,0.0682965742619982,8,FALSE,FALSE,2,17,24.8667831806503,2,"Old Adults"
54,"Female","IT",6.31008271711831,"TikTok",57,7.65158156163521,2,1,5,5.84334842105616,1.73481531348153,3,TRUE,FALSE,2,28,10.2663520422958,5,"Old Adults"
64,"Male","Student",1.67743728879822,"Telegram",73,7.1064298902401,2,2,8,7.26182802210683,1.87220733632125,1,FALSE,FALSE,5,1,8.21472110794419,2,"Old Adults"
31,"Male","Unemployed",4.81044206072544,"Facebook",68,4.60249775700658,7,5,9,5.19336617781231,2.43136315264595,1,TRUE,FALSE,3,3,6.30977261316866,6,"Middle-Aged Adults"
20,"Female","Health",2.17583041481941,"Facebook",69,7.47371193235481,8,8,5,5.47751659859938,0.893617135579898,6,TRUE,TRUE,3,3,9.28261742683645,10,"Young Adult"
18,"Male","Unemployed",2.38488217210604,"Telegram",63,9.98033340302884,6,2,5,3.62366704844422,1.34887510795817,10,FALSE,FALSE,1,26,6.21721307826576,2,"Young Adult"
22,"Male","Finance",3.7556425394251,"Telegram",67,7.6014817252455,6,5,6,6.66380007272871,0.901437866341356,7,FALSE,FALSE,2,27,12.9921404181558,6,"Young Adult"
43,"Male","Health",0,"TikTok",66,5.22798015238366,4,5,6,4.96938197802798,1.15083559430531,3,FALSE,FALSE,2,16,3.48542408604702,3,"Middle-Aged Adults"
31,"Male","Student",0,"Telegram",59,10.4047740494812,7,6,9,8.52429234940013,1.78739686569468,9,TRUE,FALSE,2,29,0,7,"Middle-Aged Adults"
56,"Male","Unemployed",3.11481746811411,"TikTok",70,7.3704013714792,2,3,4,6.66179309678855,1.05783048476505,6,FALSE,FALSE,3,26,12.7147173595438,2,"Old Adults"
44,"Female","Student",0,"TikTok",71,9.79656165207204,7,6,5.51405894077449,3.20158520106627,0.539467563985755,8,TRUE,FALSE,3,24,22.6901014044479,6,"Middle-Aged Adults"
26,"Male","Finance",5.17053086809877,"TikTok",64,8.86214005489958,6,7,3,6.48958855243529,0.0113667913420746,6,FALSE,TRUE,4,19,24.9648933382118,8,"Young Adult"
32,"Female","Health",5.67008862788829,"Twitter",56,8.16156222007836,4,4,5,6.50024746176046,2.4809446877128,6,FALSE,FALSE,0,6,12.4987624372127,4,"Middle-Aged Adults"
32,"Male","IT",3.70724852948319,"Facebook",57,7.48556297953308,5,4,8,3.5221382912531,1.33294782612221,10,FALSE,FALSE,5,6,24.7261001521224,5,"Middle-Aged Adults"
43,"Female","IT",2.73859087318229,"Telegram",50,11.9169395395593,2,1,6,5.78227638182152,1.37971325121134,7,TRUE,FALSE,1,21,12.8584833299944,1,"Middle-Aged Adults"
59,"Female","Finance",5.21794329371423,"Twitter",57,8.60959765782358,7,5,3,5.74525893757261,1.28708836582031,9,FALSE,FALSE,4,9,3.5078162272578,5,"Old Adults"
30,"Female","Unemployed",2.07031806408656,"TikTok",59,6.37846300090919,4,4,1,6.74931488573168,0,4,FALSE,FALSE,1,13,12.9535717969624,4,"Young Adult"
49,"Female","Student",2.24600799436032,"Twitter",55,5.00985384023014,7,6,7,6.18038739156234,0.643242371679652,8,FALSE,FALSE,1,15,11.7441738215093,5,"Old Adults"
56,"Female","Unemployed",3.11341808497847,"Twitter",56,9.13867042729324,7,7,2,4.71784433392445,0.317375467172805,4,TRUE,TRUE,2,2,15.4120440127685,6,"Old Adults"
49,"Male","Finance",1.34495943759604,"Facebook",59,4.80768833308877,6,7,6,6.86946433619542,1.47632375637951,10,FALSE,FALSE,1,26,7.08170612435199,7,"Old Adults"
21,"Female","Health",5.5831219177994,"Instagram",72,4.16537758953684,3,2,8,9.0292156938939,0,8,TRUE,FALSE,0,27,3.35490549581903,5,"Young Adult"
47,"Female","IT",5.52117971145598,"TikTok",46,9.71256037432559,7,7,5,7.57339506124848,0,1,FALSE,TRUE,2,27,12.3686988011937,6,"Middle-Aged Adults"
54,"Male","Student",1.11818391014746,"Twitter",51,4.01533851323625,2,2,5.51405894077449,5.870550399639,0.184752996893741,2,TRUE,FALSE,1,28,19.3114520590199,1,"Old Adults"
40,"Male","Health",1.50061888178887,"Telegram",53,3.39802917815142,3,3,9,6.88104541663587,1.02556815489618,6,TRUE,TRUE,1,17,11.0745316111219,2,"Middle-Aged Adults"
56,"Male","IT",2.30146087628835,"Instagram",54,7.83608262778398,8,7,2,7.54744296301053,1.52070714083761,8,FALSE,FALSE,0,6,6.4898483526796,8,"Old Adults"
